City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Loralai,PK,2020-05-23 14:03:42,30.37,68.6,86.81,14,64,8.37
305,Ardakan,IR,2020-05-23 14:03:42,32.31,54.02,95.0,10,20,4.7
306,Ponta Do Sol,PT,2020-05-23 14:03:42,32.67,-17.1,80.6,44,20,18.34
307,Havoysund,NO,2020-05-23 14:03:43,71.0,24.66,53.6,40,93,20.8
308,Dikson,RU,2020-05-23 14:03:43,73.51,80.55,42.35,80,83,11.54
309,Severo-Kurilsk,RU,2020-05-23 14:03:43,50.68,156.12,39.94,71,94,6.06
310,Cam Ranh,VN,2020-05-23 14:03:43,11.92,109.16,89.6,75,20,12.75
311,Merauke,ID,2020-05-23 14:03:43,-8.47,140.33,77.92,85,82,17.81
312,Jinchang,CN,2020-05-23 14:03:43,38.5,102.17,62.02,41,100,5.46
313,Lompoc,US,2020-05-23 14:01:23,34.64,-120.46,50.0,93,90,4.05
314,Locorotondo,IT,2020-05-23 14:03:44,40.76,17.33,84.2,37,13,9.17
315,Nosy Varika,MG,2020-05-23 14:03:44,-20.58,48.53,72.43,87,76,8.16
316,Vostok,RU,2020-05-23 13:59:24,46.49,135.88,46.89,100,100,1.25
317,Uruana,BR,2020-05-23 14:03:44,-15.5,-49.69,78.49,75,76,2.35
318,Sydney,AU,2020-05-23 14:01:27,-33.87,151.21,57.99,67,75,16.11
319,La Orilla,MX,2020-05-23 14:03:44,17.98,-102.23,78.71,79,100,2.57
320,Saratoga Springs,US,2020-05-23 14:03:45,43.08,-73.78,72.0,66,84,1.99
321,Dingle,PH,2020-05-23 14:03:45,11.0,122.67,80.13,82,100,1.48
322,Chipinge,ZW,2020-05-23 14:03:45,-20.19,32.62,66.63,49,29,6.17
323,Maine-Soroa,NE,2020-05-23 14:03:45,13.21,12.02,102.2,21,86,3.38
324,Leshukonskoye,RU,2020-05-23 13:58:57,64.9,45.76,44.56,58,75,4.92
325,Abu Samrah,SY,2020-05-23 14:03:45,35.3,37.18,75.04,49,0,23.42
326,Flin Flon,CA,2020-05-23 14:03:45,54.77,-101.86,46.4,93,20,2.24
327,Sal Rei,CV,2020-05-23 14:03:45,16.18,-22.92,78.8,65,20,18.34
328,Pitimbu,BR,2020-05-23 14:03:46,-7.47,-34.81,75.2,100,90,13.87
329,Fomboni,KM,2020-05-23 14:03:46,-12.28,43.74,80.19,77,1,17.09
330,Tabas,IR,2020-05-23 14:03:46,33.6,56.92,100.4,9,0,9.17
331,Bagan,RU,2020-05-23 14:03:46,54.1,77.66,70.77,53,100,3.13
332,Mar Del Plata,AR,2020-05-23 14:03:46,-38.0,-57.56,57.0,87,100,5.57
333,Esperance,AU,2020-05-23 14:03:46,-33.87,121.9,57.2,47,0,12.75
334,Uvira,CD,2020-05-23 14:03:47,-3.41,29.15,79.72,57,11,8.9
335,Henties Bay,NA,2020-05-23 14:03:47,-22.12,14.28,72.0,53,0,8.99
336,Port-Cartier,CA,2020-05-23 14:03:47,50.03,-66.87,42.8,26,5,12.75
337,Ponta Delgada,PT,2020-05-23 14:03:47,37.73,-25.67,64.4,100,75,8.05
338,San Policarpo,PH,2020-05-23 14:03:47,12.18,125.51,82.94,83,100,6.93
339,Bud,US,2020-05-23 14:03:47,39.45,-86.18,69.01,82,1,4.7
340,Gamba,GA,2020-05-23 14:03:47,-2.65,10.0,83.19,76,9,8.63
341,Chimbote,PE,2020-05-23 14:03:48,-9.09,-78.58,67.01,80,100,5.1
342,Matagami,CA,2020-05-23 14:03:48,49.75,-77.63,48.2,42,1,8.05
343,Mount Gambier,AU,2020-05-23 14:03:48,-37.83,140.77,48.2,93,75,6.93
344,Laguna,US,2020-05-23 14:03:48,38.42,-121.42,59.0,50,1,5.82
345,Mikhaylovskoye,RU,2020-05-23 14:03:48,51.82,79.72,71.38,42,100,1.99
346,Burgeo,CA,2020-05-23 14:03:48,47.62,-57.62,40.17,66,0,24.83
347,Katsuura,JP,2020-05-23 14:03:48,35.13,140.3,62.6,93,40,3.36
348,Zenzeli,RU,2020-05-23 14:03:48,45.92,47.05,57.29,75,100,24.38
349,Puri,IN,2020-05-23 14:03:49,19.8,85.85,84.34,87,91,14.05
350,Tautira,PF,2020-05-23 13:58:50,-17.73,-149.15,75.2,78,55,3.36
351,San Cristobal,VE,2020-05-23 14:02:39,7.77,-72.22,89.6,40,40,17.22
352,Marathon,US,2020-05-23 14:03:49,44.9,-89.77,63.0,82,90,9.17
353,Mandera,KE,2020-05-23 14:00:06,3.94,41.87,89.78,44,12,16.37
354,Saint George,US,2020-05-23 14:00:07,37.1,-113.58,60.01,47,1,12.75
355,Brindisi,IT,2020-05-23 14:03:49,40.58,17.67,84.2,49,11,8.05
356,Muros,ES,2020-05-23 14:03:49,42.78,-9.06,72.0,49,13,5.01
357,Shahr-E Babak,IR,2020-05-23 14:03:49,30.12,55.12,81.45,14,0,13.18
358,The Pas,CA,2020-05-23 14:00:30,53.83,-101.25,55.4,76,90,5.82
359,Sao Felix Do Xingu,BR,2020-05-23 14:03:50,-6.64,-51.99,81.82,86,89,4.45
360,Morro Bay,US,2020-05-23 14:03:50,35.37,-120.85,55.0,95,0,4.52
361,Xinqing,CN,2020-05-23 14:03:50,48.23,129.5,48.4,92,100,0.69
362,Dunedin,NZ,2020-05-23 14:03:50,-45.87,170.5,48.99,83,100,2.68
363,Tuatapere,NZ,2020-05-23 14:03:50,-46.13,167.68,48.78,79,100,4.0
364,Xenia,US,2020-05-23 14:01:17,39.68,-83.93,71.01,73,1,3.36
365,Sao Filipe,CV,2020-05-23 14:03:50,14.9,-24.5,76.32,67,0,6.42
366,Usinsk,RU,2020-05-23 13:59:19,65.99,57.53,40.64,76,100,14.5
367,Cabrican,GT,2020-05-23 14:03:51,15.13,-91.62,52.0,99,0,1.05
368,Metro,ID,2020-05-23 14:03:51,-5.11,105.31,77.11,85,72,4.18
369,Bodden Town,KY,2020-05-23 14:03:51,19.28,-81.25,81.0,100,40,10.29
370,Omsukchan,RU,2020-05-23 14:03:51,62.53,155.8,26.46,91,33,2.93
371,Port Blair,IN,2020-05-23 14:03:51,11.67,92.75,84.43,77,100,5.35
372,Pacific Grove,US,2020-05-23 14:03:51,36.62,-121.92,55.0,81,40,2.04
373,Sovetskoye,RU,2020-05-23 14:03:51,52.29,85.41,62.76,65,22,4.63
374,Santo Domingo,DO,2020-05-23 14:00:54,18.5,-69.99,87.01,79,75,5.03
375,Tilichiki,RU,2020-05-23 14:03:52,60.47,166.1,28.44,95,0,6.82
376,Yinchuan,CN,2020-05-23 13:59:27,38.47,106.27,60.01,17,61,3.0
377,Lubbock,US,2020-05-23 14:00:09,33.6,-101.83,73.0,68,20,10.29
378,Kinwat,IN,2020-05-23 14:03:52,19.63,78.2,100.92,11,74,3.24
379,Vardo,NO,2020-05-23 14:03:52,70.37,31.11,46.83,70,97,17.69
380,Mikhaylovka,RU,2020-05-23 14:03:52,50.06,43.24,51.01,86,96,3.0
381,Pevek,RU,2020-05-23 14:03:53,69.7,170.31,28.4,97,100,5.03
382,That Phanom,TH,2020-05-23 14:03:53,16.94,104.71,78.8,94,75,16.11
383,Port Hedland,AU,2020-05-23 14:03:53,-20.32,118.57,60.8,63,0,8.05
384,Zhigalovo,RU,2020-05-23 14:03:53,54.81,105.16,59.31,45,8,3.47
385,Solt,HU,2020-05-23 14:03:53,46.8,19.0,71.6,26,100,4.7
386,Hamilton,US,2020-05-23 14:00:23,39.18,-84.53,75.0,82,75,4.7
387,Torbay,CA,2020-05-23 14:03:53,47.67,-52.73,44.01,41,20,33.33
388,Sitka,US,2020-05-23 14:03:53,57.05,-135.33,48.2,81,75,3.36
389,Kushima,JP,2020-05-23 14:03:54,31.46,131.23,66.0,82,100,5.01
390,Anjiang,CN,2020-05-23 14:03:54,27.32,110.1,72.59,72,0,2.68
391,Nanortalik,GL,2020-05-23 14:03:54,60.14,-45.24,45.37,68,97,2.17
392,Ahipara,NZ,2020-05-23 13:59:04,-35.17,173.17,57.9,89,100,7.96
393,Meulaboh,ID,2020-05-23 14:03:54,4.14,96.13,81.07,79,100,1.95
394,Belmonte,BR,2020-05-23 14:03:54,-15.86,-38.88,78.8,83,40,6.93
395,Shitkino,RU,2020-05-23 14:03:55,56.37,98.35,62.24,40,0,0.45
396,South Yuba City,US,2020-05-23 14:03:55,39.12,-121.64,55.4,54,1,8.05
397,Lata,PT,2020-05-23 14:03:55,40.16,-8.33,82.0,50,3,9.37
398,Luanda,AO,2020-05-23 14:02:02,-8.84,13.23,84.2,70,20,11.41
399,Surubim,BR,2020-05-23 14:03:55,-7.83,-35.75,82.58,71,34,12.26
400,Ancud,CL,2020-05-23 14:03:55,-41.87,-73.82,52.0,100,90,17.22
401,Burnie,AU,2020-05-23 14:03:55,-41.07,145.92,45.0,87,0,1.99
402,Wakkanai,JP,2020-05-23 14:02:35,45.41,141.67,51.06,85,100,8.55
403,Asau,RO,2020-05-23 14:03:56,46.43,26.4,61.0,36,88,3.27
404,Pathein,MM,2020-05-23 14:03:56,16.78,94.73,84.11,72,5,8.12
405,Presidencia Roque Saenz Pena,AR,2020-05-23 13:59:56,-26.79,-60.44,55.26,53,0,8.81
406,Sirjan,IR,2020-05-23 14:03:56,29.45,55.68,83.64,12,0,15.86
407,Champerico,GT,2020-05-23 14:03:56,14.3,-91.92,78.8,88,40,3.89
408,Cloppenburg,DE,2020-05-23 14:03:56,52.85,8.03,68.0,47,89,8.99
409,Frankfort,ZA,2020-05-23 14:03:56,-27.27,28.48,67.89,24,0,2.82
410,Sovetskiy,RU,2020-05-23 14:03:56,61.36,63.58,61.25,48,22,8.81
411,Saitama,JP,2020-05-23 14:02:59,35.91,139.66,69.01,37,39,10.16
412,Sonoita,MX,2020-05-23 14:03:57,31.85,-112.83,68.0,32,0,4.61
413,Yining,CN,2020-05-23 14:03:57,29.04,114.56,70.65,69,1,2.21
414,Hervey Bay,AU,2020-05-23 14:03:57,-25.3,152.85,53.01,74,100,4.0
415,Jaciara,BR,2020-05-23 14:03:57,-15.97,-54.97,64.02,84,100,9.06
416,Nalut,LY,2020-05-23 14:03:58,30.33,10.85,89.35,18,0,16.98
417,Fremont,US,2020-05-23 14:02:42,37.55,-121.99,54.0,66,1,1.72
418,Saravan,AM,2020-05-23 14:03:58,39.72,45.65,86.0,20,75,11.41
419,Monticello,US,2020-05-23 14:03:59,45.31,-93.79,61.0,87,90,6.78
420,Eureka,US,2020-05-23 14:03:59,40.8,-124.16,48.0,44,100,3.2
421,Vila Do Maio,CV,2020-05-23 14:03:59,15.13,-23.22,84.2,51,20,10.29
422,Roma,US,2020-05-23 14:03:03,43.21,-75.46,69.01,77,1,3.51
423,Pontianak,ID,2020-05-23 14:04:00,-0.03,109.33,78.22,88,100,4.43
424,Belyy Yar,RU,2020-05-23 14:04:01,53.6,91.39,68.0,52,0,8.95
425,Canutama,BR,2020-05-23 14:04:01,-6.53,-64.38,87.01,68,12,2.98
426,Tyrma,RU,2020-05-23 14:04:01,50.08,132.17,51.22,83,100,9.51
427,Saint-Pierre,RE,2020-05-23 14:04:02,-21.34,55.48,75.2,64,1,20.8
428,Seminole,US,2020-05-23 14:02:04,28.71,-81.21,84.0,83,20,4.7
429,Barcelona,ES,2020-05-23 14:02:46,41.39,2.16,86.0,30,81,9.17
430,Tezu,IN,2020-05-23 14:04:02,27.92,96.17,74.23,85,100,2.48
431,Mangan,IN,2020-05-23 14:04:03,27.52,88.53,74.01,60,100,0.51
432,Lake Wales,US,2020-05-23 14:04:03,27.9,-81.59,82.99,83,75,8.05
433,Pangoa,PE,2020-05-23 14:04:03,-12.12,-73.0,76.5,71,89,1.9
434,Taunggyi,MM,2020-05-23 14:01:12,20.78,97.03,70.27,55,45,3.38
435,Fuerte Olimpo,PY,2020-05-23 14:04:05,-21.04,-57.87,58.98,53,0,8.93
436,Omboue,GA,2020-05-23 14:04:05,-1.57,9.26,83.89,73,37,9.57
437,Asosa,ET,2020-05-23 14:04:05,10.07,34.53,72.75,74,5,3.71
438,Malakal,SS,2020-05-23 14:04:06,9.53,31.66,94.64,34,3,1.54
439,Samarai,PG,2020-05-23 14:04:06,-10.62,150.67,81.05,84,81,5.03
440,Coahuayana,MX,2020-05-23 14:04:06,18.73,-103.68,64.4,88,90,1.36
441,Port Hardy,CA,2020-05-23 14:04:07,50.7,-127.42,46.4,93,90,2.24
442,Kahului,US,2020-05-23 14:04:07,20.89,-156.47,71.01,73,1,5.77
443,Storsteinnes,NO,2020-05-23 14:04:07,69.24,19.23,62.6,29,40,11.41
444,Mackenzie,CA,2020-05-23 14:04:07,55.3,-123.17,42.8,87,90,6.93
445,Itarema,BR,2020-05-23 14:04:07,-2.92,-39.92,81.79,84,16,10.56
446,Griffith,US,2020-05-23 14:03:40,41.53,-87.42,70.0,77,1,8.37
447,Brenham,US,2020-05-23 14:00:58,30.17,-96.4,81.0,88,90,5.82
448,Vezirkopru,TR,2020-05-23 14:04:08,41.14,35.45,53.6,58,75,17.22
449,Axim,GH,2020-05-23 14:04:08,4.87,-2.24,85.28,69,45,9.53
450,Rio Esteban,HN,2020-05-23 14:04:08,15.83,-86.3,84.2,79,75,2.24
451,Ushirombo,TZ,2020-05-23 14:04:08,-3.49,31.96,79.11,49,100,4.0
452,Tsumeb,NA,2020-05-23 14:04:09,-19.23,17.72,78.28,18,0,12.97
453,Puerto Narino,CO,2020-05-23 14:04:09,-3.77,-70.38,78.8,100,75,2.24
454,Pisco,PE,2020-05-23 14:02:10,-13.7,-76.22,64.99,87,90,3.36
455,Taoudenni,ML,2020-05-23 14:04:09,22.68,-3.98,99.3,9,0,18.3
456,Batagay,RU,2020-05-23 14:04:09,67.63,134.63,41.94,67,76,3.74
457,Igrim,RU,2020-05-23 14:04:09,63.19,64.42,60.19,54,91,6.6
458,Sistranda,NO,2020-05-23 14:04:09,63.73,8.83,59.0,54,75,13.87
459,Ranong,TH,2020-05-23 14:04:10,9.97,98.63,82.4,88,20,5.5
460,Pedernales,DO,2020-05-23 14:04:10,18.04,-71.74,84.2,83,75,6.93
461,Kurilsk,RU,2020-05-23 14:04:10,45.23,147.88,40.77,87,100,10.16
462,Xuzhou,CN,2020-05-23 14:04:10,34.18,117.16,73.98,62,58,13.76
463,Srandakan,ID,2020-05-23 13:59:59,-7.94,110.25,79.47,82,14,2.04
464,Yarkovo,RU,2020-05-23 14:04:10,57.4,67.08,62.91,64,100,5.44
465,Iroquois Falls,CA,2020-05-23 14:04:10,48.77,-80.68,59.0,33,40,10.29
466,Biak,ID,2020-05-23 14:04:11,-0.91,122.88,78.91,83,90,2.33
467,Bathsheba,BB,2020-05-23 14:04:11,13.22,-59.52,86.0,66,20,19.46
468,Vuktyl,RU,2020-05-23 14:04:11,63.86,57.31,43.95,72,99,10.38
469,Turukhansk,RU,2020-05-23 14:04:11,65.82,87.98,69.28,47,100,12.03
470,Leh,IN,2020-05-23 14:04:11,34.17,77.58,52.84,38,94,5.39
471,Chachapoyas,PE,2020-05-23 14:04:11,-6.23,-77.87,58.78,79,99,3.56
472,Beringovskiy,RU,2020-05-23 14:04:11,63.05,179.32,31.59,98,99,11.52
473,Calvinia,ZA,2020-05-23 14:04:12,-31.47,19.78,73.83,20,0,13.98
474,Mildura,AU,2020-05-23 14:04:12,-34.2,142.15,53.01,93,40,6.93
475,Chardara,KZ,2020-05-23 14:04:12,41.25,67.97,86.67,30,0,2.24
476,Salyan,AZ,2020-05-23 14:01:34,39.59,48.98,77.05,50,94,30.62
477,Pingyin,CN,2020-05-23 14:04:12,36.28,116.45,75.99,52,100,1.01
478,Shingu,JP,2020-05-23 14:04:12,33.73,135.98,62.8,91,100,4.63
479,Tiznit,MA,2020-05-23 14:04:12,29.58,-9.5,92.64,13,0,5.55
480,Ibiruba,BR,2020-05-23 13:59:44,-28.63,-53.09,52.48,90,100,15.86
481,Zyryanka,RU,2020-05-23 14:04:12,65.75,150.85,36.82,75,43,4.29
482,Korla,CN,2020-05-23 14:00:36,41.76,86.15,78.8,18,38,6.33
483,Herat,AF,2020-05-23 14:04:13,34.5,62.0,91.4,14,0,16.11
484,Yumen,CN,2020-05-23 14:04:13,40.28,97.2,67.33,22,2,13.22
485,Constitucion,CL,2020-05-23 14:04:13,-35.33,-72.42,56.97,44,15,6.02
486,Oktyabrskiy,RU,2020-05-23 14:04:13,54.48,53.47,54.55,82,98,11.23
487,Hami,CN,2020-05-23 14:04:13,42.8,93.45,77.34,18,0,7.78
488,Nokaneng,BW,2020-05-23 14:04:13,-19.67,22.27,80.08,19,0,6.82
489,Molepolole,BW,2020-05-23 14:04:13,-24.41,25.5,75.2,23,20,6.93
490,Morant Bay,JM,2020-05-23 14:04:14,17.88,-76.41,86.0,66,20,5.82
491,Umuahia,NG,2020-05-23 14:04:14,5.53,7.49,86.16,70,100,4.63
492,Nata,PA,2020-05-23 14:04:14,8.33,-80.52,84.94,68,23,4.18
493,Ajdabiya,LY,2020-05-23 14:04:14,30.76,20.23,76.35,51,0,21.07
494,Azare,NG,2020-05-23 14:04:14,11.68,10.19,99.25,25,71,3.85
495,Paita,PE,2020-05-23 14:04:14,-5.09,-81.11,69.8,73,90,19.46
496,Deniliquin,AU,2020-05-23 14:04:14,-35.53,144.97,48.99,90,0,4.0
497,Chanika,TZ,2020-05-23 14:04:14,-5.42,38.02,73.8,80,22,6.82
498,Fasa,IR,2020-05-23 14:04:15,28.94,53.65,93.2,9,0,6.93
499,Kirakira,SB,2020-05-23 14:04:15,-10.45,161.92,80.56,85,100,6.02
500,Port-Gentil,GA,2020-05-23 14:04:15,-0.72,8.78,80.6,94,75,6.93
501,Oistins,BB,2020-05-23 14:00:32,13.07,-59.53,86.0,66,20,19.46
502,Gondanglegi,ID,2020-05-23 14:04:15,-7.75,112.01,77.18,81,22,7.74
503,Constantine,DZ,2020-05-23 14:04:15,36.37,6.61,84.2,18,0,6.93
504,Bilibino,RU,2020-05-23 14:04:15,68.05,166.44,26.24,92,82,2.33
505,Tahlequah,US,2020-05-23 14:04:15,35.92,-94.97,70.0,73,1,3.36
506,Aksu,CN,2020-05-23 14:04:16,41.12,80.26,78.69,17,0,4.72
507,Pryazha,RU,2020-05-23 14:04:16,61.69,33.62,55.4,28,0,8.95
508,Mount Isa,AU,2020-05-23 14:04:16,-20.73,139.5,48.2,70,0,4.7
509,Manokwari,ID,2020-05-23 14:04:16,-0.87,134.08,81.79,77,100,4.97
510,Prata,BR,2020-05-23 14:01:03,-19.31,-48.92,70.39,90,100,9.24
511,Shache,CN,2020-05-23 14:04:16,38.42,77.24,78.48,17,0,5.7
512,Vestmannaeyjar,IS,2020-05-23 14:04:16,63.44,-20.27,53.6,61,40,10.29
513,Bouna,CI,2020-05-23 14:04:16,9.27,-3.0,93.22,44,36,6.11
514,Corciano,IT,2020-05-23 14:04:17,43.13,12.29,84.99,37,29,9.17
515,Alzamay,RU,2020-05-23 14:04:17,55.56,98.66,60.19,38,0,1.92
516,Chernyshevskiy,RU,2020-05-23 14:04:17,63.01,112.47,60.15,58,100,3.11
517,Rio Grande,BR,2020-05-23 14:04:17,-32.03,-52.1,59.0,93,90,3.36
518,Atar,MR,2020-05-23 14:04:17,20.52,-13.05,108.12,6,0,12.21
519,Aasiaat,GL,2020-05-23 14:04:17,68.71,-52.87,39.25,72,0,10.65
520,Galveston,US,2020-05-23 14:04:17,29.37,-94.97,84.0,83,75,16.11
521,Lensk,RU,2020-05-23 14:04:17,60.73,114.93,54.16,50,100,2.35
522,Safranbolu,TR,2020-05-23 14:04:18,41.25,32.69,52.39,68,100,7.36
523,Rypefjord,NO,2020-05-23 14:04:18,70.63,23.67,53.6,40,87,20.8
524,Kavieng,PG,2020-05-23 14:04:18,-2.57,150.8,82.47,77,30,3.09
525,Dzaoudzi,YT,2020-05-23 14:04:18,-12.79,45.27,82.4,69,90,13.87
526,Nam Som,TH,2020-05-23 14:04:18,17.77,102.19,97.0,95,100,5.75
527,Sao Joao Da Barra,BR,2020-05-23 13:59:22,-21.64,-41.05,82.4,65,19,13.87
528,Stepantsevo,RU,2020-05-23 14:04:18,56.13,41.7,54.88,62,100,5.97
529,Alexandria,EG,2020-05-23 14:01:44,31.22,29.96,77.0,50,20,18.34
530,Kikwit,CD,2020-05-23 14:04:18,-5.04,18.82,84.63,64,90,1.79
531,Fort-Shevchenko,KZ,2020-05-23 14:04:19,44.51,50.26,67.01,80,100,26.82
532,Ilulissat,GL,2020-05-23 14:03:22,69.22,-51.1,39.2,69,20,5.82
533,Mafinga,TZ,2020-05-23 14:04:19,-7.25,35.07,81.81,33,0,3.85
534,Fallon,US,2020-05-23 14:04:19,39.47,-118.78,45.0,74,1,5.82
535,Nadvoitsy,RU,2020-05-23 14:04:19,63.87,34.32,51.1,47,95,7.14
536,Adrar,MR,2020-05-23 14:04:19,20.5,-10.07,103.3,7,0,13.44
537,Hovd,MN,2020-05-23 14:04:19,48.01,91.64,60.57,33,100,5.37
538,Ploemeur,FR,2020-05-23 14:04:20,47.73,-3.43,64.0,63,0,20.8
539,Mosquera,CO,2020-05-23 14:01:23,4.71,-74.23,59.0,72,75,8.05
540,San Andres,CO,2020-05-23 14:04:20,12.58,-81.7,84.2,83,90,5.82
541,Dariba,IN,2020-05-23 14:04:20,24.95,74.13,96.1,13,1,9.26
542,Komsomolskiy,UZ,2020-05-23 14:04:20,40.43,71.72,93.2,14,0,2.24
543,Kendari,ID,2020-05-23 14:04:20,-3.94,122.5,78.57,90,99,2.89
544,Kalmunai,LK,2020-05-23 14:04:20,7.42,81.82,84.42,77,75,2.98
545,Dauphin,CA,2020-05-23 14:04:21,51.15,-100.05,59.0,63,1,5.82
546,Comodoro Rivadavia,AR,2020-05-23 14:04:21,-45.87,-67.5,60.8,41,100,28.86
547,Yulara,AU,2020-05-23 14:01:08,-25.24,130.99,48.2,34,0,6.93
548,Sibolga,ID,2020-05-23 13:59:25,1.74,98.78,77.92,88,100,1.88
549,Krasnoselkup,RU,2020-05-23 14:04:21,65.7,82.47,65.68,39,100,8.39
550,Izumo,JP,2020-05-23 14:04:21,35.37,132.77,62.6,93,40,5.82
551,Moose Factory,CA,2020-05-23 14:04:21,51.26,-80.61,46.4,50,1,9.17
552,Oranjemund,NA,2020-05-23 14:04:21,-28.55,16.43,65.5,58,0,11.83
553,Broken Hill,AU,2020-05-23 14:04:22,-31.95,141.43,51.8,93,40,14.99
554,Pittsfield,US,2020-05-23 14:04:22,42.45,-73.25,71.01,77,90,4.7
555,Sioux Lookout,CA,2020-05-23 14:04:22,50.1,-91.92,62.6,77,90,4.7
556,Kunming,CN,2020-05-23 14:00:29,25.04,102.72,77.0,72,40,13.42
557,Kutum,SD,2020-05-23 14:04:22,14.2,24.67,89.13,26,83,9.44
558,Ouadda,CF,2020-05-23 14:04:22,8.08,22.4,86.09,55,98,1.25
559,Gigmoto,PH,2020-05-23 14:04:22,13.78,124.39,83.3,81,100,5.26
560,Smirnykh,RU,2020-05-23 14:04:23,49.75,142.83,50.13,82,100,0.96
561,Urucurituba,BR,2020-05-23 14:04:23,-2.68,-57.67,83.34,91,70,4.41
562,Chivay,PE,2020-05-23 14:04:23,-15.64,-71.6,51.17,46,97,2.28
563,Salinas,US,2020-05-23 14:02:48,36.68,-121.66,53.6,87,90,1.41
564,Acapulco,MX,2020-05-23 14:02:01,16.86,-99.89,77.0,88,75,4.7
565,Frontera,MX,2020-05-23 14:04:23,26.93,-101.45,86.0,64,20,4.7
566,Kadyy,RU,2020-05-23 14:04:23,57.79,43.19,47.88,85,100,5.1
567,Laurel,US,2020-05-23 13:59:37,39.1,-76.85,73.0,83,40,4.7
568,Marystown,CA,2020-05-23 14:04:24,47.17,-55.15,39.83,66,0,25.34
569,Malangali,TZ,2020-05-23 14:04:24,-8.57,34.85,70.23,54,1,10.18
570,Malchevskaya,RU,2020-05-23 14:04:24,49.06,40.36,56.8,53,100,12.75
571,Gull Lake,CA,2020-05-23 14:04:24,50.1,-108.48,41.0,86,1,12.75
572,Torit,SS,2020-05-23 14:04:24,4.41,32.57,86.97,54,95,1.99
573,Sibu,MY,2020-05-23 14:04:24,2.3,111.82,84.2,89,40,1.19
